NAME,B17001_002E,B17001_001E,B03002_003E,B03002_004E,B03002_012E,B25044_003E,B25044_010E,B25044_001E,state,county,tract,poverty_rate,no_vehicle_rate,pct_black,pct_hispanic
Census Tract 72.09; Sacramento County; California,375.0,4024.0,2402.0,62.0,1105.0,20.0,12.0,1244.0,06,Sacramento,007209,9.3,2.6,1.5,27.5
Census Tract 73.01; Sacramento County; California,1647.0,5353.0,1900.0,895.0,1822.0,20.0,197.0,1788.0,06,Sacramento,007301,30.8,12.1,16.7,34.0
Census Tract 74.02; Sacramento County; California,462.0,7425.0,2964.0,674.0,3106.0,79.0,146.0,2348.0,06,Sacramento,007402,6.2,9.6,9.1,41.8
Census Tract 74.03; Sacramento County; California,413.0,5281.0,2211.0,567.0,1779.0,20.0,56.0,1479.0,06,Sacramento,007403,7.8,5.1,10.7,33.7
Census Tract 74.13; Sacramento County; California,2084.0,6421.0,2781.0,1108.0,1872.0,34.0,129.0,2078.0,06,Sacramento,007413,32.5,7.8,17.3,29.2
Census Tract 74.14; Sacramento County; California,473.0,4594.0,1548.0,579.0,1628.0,0.0,118.0,1436.0,06,Sacramento,007414,10.3,8.2,12.6,35.4
Census Tract 74.15; Sacramento County; California,130.0,3096.0,2059.0,542.0,396.0,27.0,0.0,1135.0,06,Sacramento,007415,4.2,2.4,17.5,12.8
Census Tract 74.16; Sacramento County; California,638.0,4041.0,2151.0,528.0,974.0,17.0,4.0,1478.0,06,Sacramento,007416,15.8,1.4,13.1,24.1
Census Tract 74.17; Sacramento County; California,473.0,3474.0,1927.0,237.0,468.0,19.0,0.0,1075.0,06,Sacramento,007417,13.6,1.8,6.8,13.5
Census Tract 74.22; Sacramento County; California,247.0,2827.0,1541.0,100.0,764.0,0.0,70.0,904.0,06,Sacramento,007422,8.7,7.7,3.5,27.0
Census Tract 74.23; Sacramento County; California,2293.0,6380.0,2161.0,1344.0,1392.0,39.0,242.0,2235.0,06,Sacramento,007423,35.9,12.6,21.1,21.8
Census Tract 74.24; Sacramento County; California,826.0,3802.0,1637.0,116.0,942.0,0.0,45.0,1378.0,06,Sacramento,007424,21.7,3.3,3.1,24.8
Census Tract 74.26; Sacramento County; California,172.0,2506.0,1202.0,656.0,339.0,0.0,10.0,777.0,06,Sacramento,007426,6.9,1.3,26.2,13.5
Census Tract 74.27; Sacramento County; California,1997.0,8033.0,3956.0,1592.0,1563.0,22.0,152.0,2504.0,06,Sacramento,007427,24.9,6.9,19.8,19.5
Census Tract 74.28; Sacramento County; California,474.0,3475.0,2398.0,94.0,514.0,8.0,34.0,1200.0,06,Sacramento,007428,13.6,3.5,2.7,14.8
Census Tract 74.29; Sacramento County; California,1595.0,5769.0,2290.0,981.0,1321.0,4.0,144.0,1941.0,06,Sacramento,007429,27.6,7.6,17.0,22.9
Census Tract 74.30; Sacramento County; California,823.0,8153.0,5165.0,719.0,953.0,11.0,0.0,2277.0,06,Sacramento,007430,10.1,0.5,8.8,11.7
Census Tract 74.31; Sacramento County; California,161.0,3199.0,1743.0,268.0,569.0,0.0,0.0,1084.0,06,Sacramento,007431,5.0,0.0,8.4,17.8
Census Tract 74.32; Sacramento County; California,152.0,4940.0,3262.0,121.0,903.0,26.0,18.0,1630.0,06,Sacramento,007432,3.1,2.7,2.4,18.3
Census Tract 74.34; Sacramento County; California,1121.0,5931.0,2619.0,368.0,2127.0,25.0,13.0,1586.0,06,Sacramento,007434,18.9,2.4,6.2,35.9
Census Tract 74.35; Sacramento County; California,1322.0,2897.0,2043.0,78.0,419.0,0.0,18.0,845.0,06,Sacramento,007435,45.6,2.1,2.7,14.5
Census Tract 74.36; Sacramento County; California,117.0,2323.0,885.0,239.0,232.0,10.0,15.0,737.0,06,Sacramento,007436,5.0,3.4,10.3,10.0
Census Tract 74.37; Sacramento County; California,285.0,6362.0,4171.0,473.0,507.0,0.0,16.0,1916.0,06,Sacramento,007437,4.5,0.8,7.4,8.0
Census Tract 74.38; Sacramento County; California,401.0,3091.0,1689.0,158.0,607.0,0.0,35.0,1191.0,06,Sacramento,007438,13.0,2.9,5.1,19.6
Census Tract 74.39; Sacramento County; California,178.0,4656.0,2705.0,429.0,733.0,17.0,0.0,1688.0,06,Sacramento,007439,3.8,1.0,9.2,15.7
Census Tract 75.01; Sacramento County; California,1344.0,7498.0,4630.0,705.0,1523.0,62.0,282.0,2814.0,06,Sacramento,007501,17.9,12.2,9.4,20.3
Census Tract 75.03; Sacramento County; California,1003.0,5486.0,2842.0,344.0,1170.0,67.0,42.0,2186.0,06,Sacramento,007503,18.3,5.0,6.3,21.3
Census Tract 75.04; Sacramento County; California,239.0,1825.0,1110.0,149.0,439.0,11.0,37.0,756.0,06,Sacramento,007504,13.1,6.3,8.2,24.1
Census Tract 76.02; Sacramento County; California,649.0,4969.0,3286.0,543.0,633.0,9.0,224.0,1996.0,06,Sacramento,007602,13.1,11.7,10.9,12.7
Census Tract 76.03; Sacramento County; California,150.0,2921.0,1909.0,72.0,463.0,33.0,139.0,1199.0,06,Sacramento,007603,5.1,14.3,2.5,15.9
Census Tract 76.04; Sacramento County; California,313.0,4447.0,2362.0,249.0,1155.0,43.0,63.0,1631.0,06,Sacramento,007604,7.0,6.5,5.6,26.0
Census Tract 77.01; Sacramento County; California,1793.0,7083.0,3351.0,690.0,1390.0,31.0,135.0,2878.0,06,Sacramento,007701,25.3,5.8,9.7,19.6
Census Tract 77.02; Sacramento County; California,446.0,3846.0,2721.0,50.0,832.0,23.0,194.0,1856.0,06,Sacramento,007702,11.6,11.7,1.3,21.6
Census Tract 78.01; Sacramento County; California,897.0,5716.0,3681.0,257.0,1007.0,19.0,165.0,2422.0,06,Sacramento,007801,15.7,7.6,4.5,17.6
Census Tract 78.02; Sacramento County; California,346.0,4822.0,3700.0,119.0,720.0,20.0,77.0,2080.0,06,Sacramento,007802,7.2,4.7,2.5,14.9
Census Tract 79.03; Sacramento County; California,421.0,4772.0,3888.0,89.0,468.0,8.0,42.0,1910.0,06,Sacramento,007903,8.8,2.6,1.9,9.8
Census Tract 79.04; Sacramento County; California,318.0,5861.0,3825.0,73.0,823.0,10.0,17.0,1995.0,06,Sacramento,007904,5.4,1.4,1.2,14.0
Census Tract 79.05; Sacramento County; California,513.0,4548.0,3330.0,8.0,571.0,19.0,21.0,1633.0,06,Sacramento,007905,11.3,2.4,0.2,12.6
Census Tract 79.06; Sacramento County; California,188.0,3534.0,2498.0,114.0,502.0,7.0,14.0,1434.0,06,Sacramento,007906,5.3,1.5,3.2,14.2
Census Tract 80.05; Sacramento County; California,286.0,4627.0,3541.0,69.0,570.0,0.0,35.0,1773.0,06,Sacramento,008005,6.2,2.0,1.5,12.3
Census Tract 80.06; Sacramento County; California,309.0,4926.0,3800.0,108.0,437.0,12.0,55.0,2172.0,06,Sacramento,008006,6.3,3.1,2.2,8.9
Census Tract 80.07; Sacramento County; California,600.0,3422.0,2127.0,92.0,729.0,30.0,129.0,1403.0,06,Sacramento,008007,17.5,11.3,2.7,21.3
Census Tract 80.08; Sacramento County; California,401.0,4898.0,3577.0,188.0,679.0,94.0,18.0,1917.0,06,Sacramento,008008,8.2,5.8,3.8,13.9
Census Tract 80.09; Sacramento County; California,260.0,4362.0,3196.0,80.0,702.0,49.0,10.0,1992.0,06,Sacramento,008009,6.0,3.0,1.8,16.1
Census Tract 80.10; Sacramento County; California,350.0,6426.0,5223.0,21.0,841.0,0.0,0.0,2385.0,06,Sacramento,008010,5.4,0.0,0.3,13.1
Census Tract 81.11; Sacramento County; California,615.0,5868.0,4305.0,59.0,901.0,0.0,27.0,2314.0,06,Sacramento,008111,10.5,1.2,1.0,15.4
Census Tract 81.13; Sacramento County; California,307.0,3793.0,2727.0,87.0,683.0,6.0,19.0,1445.0,06,Sacramento,008113,8.1,1.7,2.3,18.0
Census Tract 81.17; Sacramento County; California,159.0,2318.0,1695.0,58.0,409.0,0.0,28.0,835.0,06,Sacramento,008117,6.9,3.4,2.5,17.6
Census Tract 81.19; Sacramento County; California,554.0,6418.0,3155.0,239.0,2463.0,0.0,72.0,2167.0,06,Sacramento,008119,8.6,3.3,3.7,38.4
Census Tract 81.20; Sacramento County; California,363.0,5313.0,3477.0,154.0,1005.0,9.0,130.0,2032.0,06,Sacramento,008120,6.8,6.8,2.9,18.9
Census Tract 81.22; Sacramento County; California,452.0,3665.0,2377.0,144.0,549.0,11.0,33.0,1339.0,06,Sacramento,008122,12.3,3.3,3.9,15.0
Census Tract 81.24; Sacramento County; California,248.0,4968.0,4282.0,34.0,521.0,21.0,0.0,1647.0,06,Sacramento,008124,5.0,1.3,0.7,10.5
Census Tract 81.25; Sacramento County; California,328.0,5246.0,4204.0,46.0,667.0,63.0,0.0,1926.0,06,Sacramento,008125,6.3,3.3,0.9,12.7
Census Tract 81.27; Sacramento County; California,383.0,4553.0,3053.0,67.0,990.0,21.0,0.0,1641.0,06,Sacramento,008127,8.4,1.3,1.5,21.7
Census Tract 81.28; Sacramento County; California,272.0,2274.0,1357.0,0.0,586.0,10.0,3.0,851.0,06,Sacramento,008128,12.0,1.5,0.0,25.8
Census Tract 81.29; Sacramento County; California,233.0,2864.0,1853.0,256.0,597.0,18.0,9.0,1106.0,06,Sacramento,008129,8.1,2.4,8.9,20.8
Census Tract 81.30; Sacramento County; California,323.0,4010.0,2363.0,142.0,845.0,25.0,10.0,1385.0,06,Sacramento,008130,8.1,2.5,3.5,21.1
Census Tract 81.31; Sacramento County; California,759.0,4903.0,3071.0,238.0,929.0,30.0,0.0,2231.0,06,Sacramento,008131,15.5,1.3,4.9,18.9
Census Tract 81.32; Sacramento County; California,375.0,4172.0,2768.0,28.0,512.0,52.0,23.0,1456.0,06,Sacramento,008132,9.0,5.2,0.7,12.3
Census Tract 81.33; Sacramento County; California,378.0,2465.0,1648.0,205.0,308.0,40.0,96.0,1141.0,06,Sacramento,008133,15.3,11.9,8.3,12.5
Census Tract 81.34; Sacramento County; California,456.0,5215.0,3784.0,182.0,639.0,35.0,95.0,2022.0,06,Sacramento,008134,8.7,6.4,3.5,12.3
Census Tract 81.35; Sacramento County; California,731.0,4831.0,2948.0,44.0,795.0,64.0,161.0,2172.0,06,Sacramento,008135,15.1,10.4,0.9,16.5
Census Tract 81.36; Sacramento County; California,443.0,3078.0,2482.0,46.0,341.0,7.0,64.0,1259.0,06,Sacramento,008136,14.4,5.6,1.5,11.1
Census Tract 81.37; Sacramento County; California,187.0,2404.0,1887.0,187.0,167.0,19.0,67.0,950.0,06,Sacramento,008137,7.8,9.1,7.8,6.9
Census Tract 81.38; Sacramento County; California,685.0,4931.0,2404.0,223.0,1954.0,39.0,78.0,1456.0,06,Sacramento,008138,13.9,8.0,4.5,39.6
Census Tract 81.39; Sacramento County; California,662.0,3421.0,2412.0,191.0,450.0,27.0,52.0,1632.0,06,Sacramento,008139,19.4,4.8,5.6,13.2
Census Tract 81.40; Sacramento County; California,226.0,2293.0,1707.0,114.0,297.0,7.0,101.0,989.0,06,Sacramento,008140,9.9,10.9,5.0,13.0
Census Tract 81.41; Sacramento County; California,880.0,7127.0,4156.0,391.0,2122.0,0.0,136.0,2646.0,06,Sacramento,008141,12.3,5.1,5.5,29.8
Census Tract 81.42; Sacramento County; California,602.0,3538.0,2373.0,110.0,760.0,19.0,27.0,1408.0,06,Sacramento,008142,17.0,3.3,3.1,21.5
Census Tract 81.43; Sacramento County; California,345.0,3888.0,2786.0,191.0,597.0,16.0,11.0,1529.0,06,Sacramento,008143,8.9,1.8,4.9,15.4
Census Tract 81.44; Sacramento County; California,77.0,3315.0,2369.0,41.0,415.0,10.0,33.0,1119.0,06,Sacramento,008144,2.3,3.8,1.2,12.5
Census Tract 81.45; Sacramento County; California,918.0,7756.0,5717.0,149.0,1154.0,32.0,33.0,2655.0,06,Sacramento,008145,11.8,2.4,1.9,14.9
Census Tract 82.03; Sacramento County; California,462.0,4998.0,3920.0,15.0,682.0,18.0,179.0,2006.0,06,Sacramento,008203,9.2,9.8,0.3,13.6
Census Tract 82.04; Sacramento County; California,534.0,4957.0,3659.0,60.0,944.0,46.0,14.0,1620.0,06,Sacramento,008204,10.8,3.7,1.2,19.0
Census Tract 82.06; Sacramento County; California,644.0,6157.0,4721.0,125.0,757.0,149.0,18.0,2410.0,06,Sacramento,008206,10.5,6.9,2.0,12.3
Census Tract 82.07; Sacramento County; California,134.0,4331.0,3726.0,11.0,304.0,18.0,7.0,1787.0,06,Sacramento,008207,3.1,1.4,0.3,7.0
Census Tract 82.08; Sacramento County; California,444.0,4208.0,2861.0,26.0,667.0,27.0,10.0,1803.0,06,Sacramento,008208,10.6,2.1,0.6,15.9
Census Tract 82.09; Sacramento County; California,298.0,4616.0,3323.0,77.0,596.0,10.0,49.0,1827.0,06,Sacramento,008209,6.5,3.2,1.7,12.9
Census Tract 82.10; Sacramento County; California,158.0,5773.0,3912.0,4.0,912.0,65.0,0.0,2614.0,06,Sacramento,008210,2.7,2.5,0.1,15.8
Census Tract 82.11; Sacramento County; California,316.0,2648.0,1873.0,47.0,190.0,58.0,17.0,1029.0,06,Sacramento,008211,11.9,7.3,1.8,7.2
Census Tract 84.02; Sacramento County; California,317.0,5844.0,3901.0,47.0,1367.0,12.0,78.0,2032.0,06,Sacramento,008402,5.4,4.4,0.8,23.4
Census Tract 84.03; Sacramento County; California,526.0,5673.0,3607.0,197.0,590.0,0.0,159.0,2254.0,06,Sacramento,008403,9.3,7.1,3.5,10.4
Census Tract 84.04; Sacramento County; California,876.0,4337.0,2888.0,0.0,882.0,9.0,29.0,1704.0,06,Sacramento,008404,20.2,2.2,0.0,20.3
Census Tract 85.01; Sacramento County; California,185.0,7733.0,4532.0,552.0,897.0,122.0,0.0,2546.0,06,Sacramento,008501,2.4,4.8,7.1,11.6
Census Tract 85.04; Sacramento County; California,376.0,5242.0,3279.0,158.0,703.0,0.0,17.0,2051.0,06,Sacramento,008504,7.2,0.8,3.0,13.4
Census Tract 85.05; Sacramento County; California,81.0,1909.0,1155.0,22.0,204.0,0.0,0.0,701.0,06,Sacramento,008505,4.2,0.0,1.2,10.7
Census Tract 85.06; Sacramento County; California,258.0,2920.0,1368.0,47.0,498.0,0.0,223.0,1503.0,06,Sacramento,008506,8.8,14.8,1.6,17.1
Census Tract 85.07; Sacramento County; California,140.0,3858.0,1814.0,238.0,684.0,20.0,0.0,1479.0,06,Sacramento,008507,3.6,1.4,6.2,17.7
Census Tract 85.08; Sacramento County; California,367.0,9287.0,4184.0,163.0,676.0,0.0,129.0,3206.0,06,Sacramento,008508,4.0,4.0,1.8,7.3
Census Tract 85.09; Sacramento County; California,86.0,4748.0,2912.0,43.0,582.0,39.0,0.0,1519.0,06,Sacramento,008509,1.8,2.6,0.9,12.3
Census Tract 85.10; Sacramento County; California,180.0,5024.0,2871.0,36.0,751.0,24.0,0.0,1625.0,06,Sacramento,008510,3.6,1.5,0.7,14.9
Census Tract 85.12; Sacramento County; California,0.0,4938.0,2904.0,103.0,373.0,7.0,8.0,1675.0,06,Sacramento,008512,0.0,0.9,2.1,7.6
Census Tract 85.13; Sacramento County; California,186.0,4350.0,1825.0,99.0,699.0,9.0,0.0,1538.0,06,Sacramento,008513,4.3,0.6,2.3,16.1
Census Tract 86.01; Sacramento County; California,216.0,5452.0,3760.0,326.0,967.0,37.0,0.0,2250.0,06,Sacramento,008601,4.0,1.6,6.0,17.7
Census Tract 86.02; Sacramento County; California,54.0,1677.0,861.0,4.0,435.0,12.0,51.0,702.0,06,Sacramento,008602,3.2,9.0,0.2,25.9
Census Tract 87.02; Sacramento County; California,44.0,3147.0,2442.0,0.0,212.0,16.0,0.0,1424.0,06,Sacramento,008702,1.4,1.1,0.0,6.7
Census Tract 87.03; Sacramento County; California,179.0,4953.0,3298.0,192.0,209.0,67.0,74.0,2155.0,06,Sacramento,008703,3.6,6.5,3.9,4.2
Census Tract 87.04; Sacramento County; California,155.0,3273.0,1355.0,357.0,368.0,0.0,0.0,899.0,06,Sacramento,008704,4.7,0.0,10.9,11.2
Census Tract 87.06; Sacramento County; California,11.0,1699.0,512.0,341.0,379.0,0.0,0.0,434.0,06,Sacramento,008706,0.6,0.0,20.1,22.3
Census Tract 87.07; Sacramento County; California,285.0,6699.0,2963.0,507.0,992.0,34.0,0.0,1888.0,06,Sacramento,008707,4.3,1.8,7.6,14.8
Census Tract 87.08; Sacramento County; California,63.0,2967.0,1265.0,143.0,290.0,10.0,41.0,1000.0,06,Sacramento,008708,2.1,5.1,4.8,9.8
Census Tract 88.02; Sacramento County; California,80.0,2938.0,1511.0,110.0,488.0,6.0,0.0,862.0,06,Sacramento,008802,2.7,0.7,3.7,16.6
Census Tract 88.03; Sacramento County; California,445.0,2016.0,1013.0,364.0,487.0,11.0,164.0,756.0,06,Sacramento,008803,22.1,23.1,18.1,24.2
Census Tract 89.05; Sacramento County; California,495.0,4907.0,2247.0,559.0,1536.0,27.0,117.0,1622.0,06,Sacramento,008905,10.1,8.9,11.4,31.3
Census Tract 89.07; Sacramento County; California,886.0,6209.0,3984.0,391.0,1068.0,12.0,298.0,2014.0,06,Sacramento,008907,14.3,15.4,6.3,17.2
Census Tract 89.08; Sacramento County; California,632.0,4785.0,2586.0,326.0,1189.0,111.0,78.0,2003.0,06,Sacramento,008908,13.2,9.4,6.8,24.8
Census Tract 89.09; Sacramento County; California,583.0,2370.0,957.0,200.0,424.0,5.0,7.0,885.0,06,Sacramento,008909,24.6,1.4,8.4,17.9
Census Tract 89.10; Sacramento County; California,280.0,3316.0,1850.0,90.0,878.0,5.0,40.0,1309.0,06,Sacramento,008910,8.4,3.4,2.7,26.5
Census Tract 89.11; Sacramento County; California,1007.0,2876.0,904.0,288.0,1046.0,0.0,51.0,876.0,06,Sacramento,008911,35.0,5.8,10.0,36.4
Census Tract 89.12; Sacramento County; California,190.0,3207.0,1966.0,165.0,475.0,5.0,7.0,1291.0,06,Sacramento,008912,5.9,0.9,5.1,14.8
Census Tract 89.13; Sacramento County; California,250.0,4412.0,2926.0,187.0,681.0,21.0,99.0,1621.0,06,Sacramento,008913,5.7,7.4,4.2,15.4
Census Tract 90.04; Sacramento County; California,581.0,3847.0,1855.0,337.0,881.0,0.0,51.0,1228.0,06,Sacramento,009004,15.1,4.2,8.8,22.9
Census Tract 90.05; Sacramento County; California,693.0,3413.0,1292.0,383.0,974.0,12.0,114.0,1234.0,06,Sacramento,009005,20.3,10.2,11.2,28.5
Census Tract 90.06; Sacramento County; California,557.0,5051.0,2437.0,916.0,1220.0,99.0,68.0,1811.0,06,Sacramento,009006,11.0,9.2,18.1,24.2
Census Tract 90.07; Sacramento County; California,191.0,2316.0,532.0,566.0,766.0,10.0,136.0,991.0,06,Sacramento,009007,8.2,14.7,24.4,33.1
Census Tract 90.08; Sacramento County; California,1261.0,5704.0,2292.0,640.0,1987.0,21.0,95.0,1866.0,06,Sacramento,009008,22.1,6.2,11.2,34.8
Census Tract 90.10; Sacramento County; California,697.0,6687.0,2486.0,1593.0,1129.0,26.0,109.0,2662.0,06,Sacramento,009010,10.4,5.1,23.8,16.9
Census Tract 90.11; Sacramento County; California,207.0,5364.0,2501.0,177.0,665.0,8.0,8.0,1812.0,06,Sacramento,009011,3.9,0.9,3.3,12.4
Census Tract 91.03; Sacramento County; California,89.0,3116.0,1436.0,486.0,619.0,10.0,65.0,1267.0,06,Sacramento,009103,2.9,5.9,15.6,19.9
Census Tract 91.05; Sacramento County; California,538.0,2801.0,858.0,95.0,1153.0,6.0,7.0,1035.0,06,Sacramento,009105,19.2,1.3,3.4,41.2
Census Tract 91.06; Sacramento County; California,376.0,4147.0,2157.0,540.0,633.0,0.0,120.0,1876.0,06,Sacramento,009106,9.1,6.4,13.0,15.3
Census Tract 91.07; Sacramento County; California,336.0,4138.0,2269.0,505.0,918.0,0.0,0.0,1418.0,06,Sacramento,009107,8.1,0.0,12.2,22.2
Census Tract 91.08; Sacramento County; California,258.0,3857.0,2247.0,216.0,625.0,51.0,46.0,1484.0,06,Sacramento,009108,6.7,6.5,5.6,16.2
Census Tract 91.09; Sacramento County; California,404.0,4935.0,2542.0,416.0,930.0,20.0,32.0,1705.0,06,Sacramento,009109,8.2,3.0,8.4,18.8
Census Tract 91.10; Sacramento County; California,588.0,2059.0,495.0,710.0,682.0,0.0,68.0,784.0,06,Sacramento,009110,28.6,8.7,34.5,33.1
Census Tract 91.11; Sacramento County; California,997.0,5607.0,2312.0,936.0,892.0,11.0,30.0,2185.0,06,Sacramento,009111,17.8,1.9,16.7,15.9
Census Tract 91.12; Sacramento County; California,596.0,4083.0,1374.0,722.0,908.0,52.0,12.0,1388.0,06,Sacramento,009112,14.6,4.6,17.7,22.2
Census Tract 92.01; Sacramento County; California,790.0,6138.0,1537.0,494.0,1597.0,24.0,95.0,2161.0,06,Sacramento,009201,12.9,5.5,8.0,26.0
Census Tract 93.07; Sacramento County; California,433.0,5507.0,3018.0,524.0,918.0,37.0,77.0,1800.0,06,Sacramento,009307,7.9,6.3,9.5,16.7
Census Tract 93.08; Sacramento County; California,570.0,7031.0,4166.0,291.0,1622.0,33.0,40.0,2460.0,06,Sacramento,009308,8.1,3.0,4.1,23.1
Census Tract 93.09; Sacramento County; California,288.0,2383.0,1349.0,69.0,485.0,46.0,0.0,855.0,06,Sacramento,009309,12.1,5.4,2.9,20.4
Census Tract 93.10; Sacramento County; California,686.0,6621.0,3660.0,300.0,1582.0,56.0,53.0,2321.0,06,Sacramento,009310,10.4,4.7,4.5,23.9
Census Tract 93.11; Sacramento County; California,979.0,6856.0,2011.0,591.0,1520.0,0.0,43.0,1971.0,06,Sacramento,009311,14.3,2.2,8.6,22.2
Census Tract 93.12; Sacramento County; California,1629.0,7297.0,1216.0,291.0,1723.0,47.0,0.0,2067.0,06,Sacramento,009312,22.3,2.3,4.0,23.6
Census Tract 93.14; Sacramento County; California,1232.0,6222.0,1592.0,623.0,928.0,17.0,54.0,1811.0,06,Sacramento,009314,19.8,3.9,10.0,14.9
Census Tract 93.16; Sacramento County; California,632.0,5039.0,717.0,440.0,938.0,35.0,0.0,1238.0,06,Sacramento,009316,12.5,2.8,8.7,18.6
Census Tract 93.17; Sacramento County; California,499.0,6301.0,1706.0,974.0,1600.0,66.0,133.0,2095.0,06,Sacramento,009317,7.9,9.5,15.5,25.4
Census Tract 93.18; Sacramento County; California,282.0,1979.0,198.0,218.0,467.0,34.0,7.0,621.0,06,Sacramento,009318,14.2,6.6,11.0,23.6
Census Tract 93.19; Sacramento County; California,377.0,4703.0,799.0,111.0,1077.0,51.0,11.0,1398.0,06,Sacramento,009319,8.0,4.4,2.4,22.9
Census Tract 93.20; Sacramento County; California,737.0,4266.0,593.0,832.0,1262.0,0.0,69.0,1363.0,06,Sacramento,009320,17.3,5.1,19.5,29.6
Census Tract 93.21; Sacramento County; California,907.0,5663.0,947.0,260.0,1551.0,0.0,23.0,1578.0,06,Sacramento,009321,16.0,1.5,4.6,27.4
Census Tract 93.23; Sacramento County; California,473.0,5724.0,2719.0,695.0,628.0,17.0,42.0,1771.0,06,Sacramento,009323,8.3,3.3,12.1,11.0
Census Tract 93.26; Sacramento County; California,113.0,4401.0,1469.0,484.0,538.0,60.0,0.0,1291.0,06,Sacramento,009326,2.6,4.6,11.0,12.2
Census Tract 93.28; Sacramento County; California,362.0,6011.0,1742.0,553.0,1205.0,20.0,0.0,1624.0,06,Sacramento,009328,6.0,1.2,9.2,20.0
Census Tract 93.29; Sacramento County; California,474.0,2388.0,480.0,361.0,440.0,0.0,63.0,745.0,06,Sacramento,009329,19.8,8.5,15.1,18.4
Census Tract 93.30; Sacramento County; California,154.0,5261.0,1914.0,393.0,848.0,23.0,0.0,1408.0,06,Sacramento,009330,2.9,1.6,7.5,16.1
Census Tract 93.31; Sacramento County; California,260.0,7634.0,2606.0,928.0,1139.0,35.0,0.0,2158.0,06,Sacramento,009331,3.4,1.6,12.2,14.9
Census Tract 93.32; Sacramento County; California,14.0,1648.0,660.0,39.0,62.0,29.0,6.0,410.0,06,Sacramento,009332,0.8,8.5,2.4,3.8
Census Tract 93.33; Sacramento County; California,337.0,2509.0,813.0,77.0,235.0,34.0,31.0,780.0,06,Sacramento,009333,13.4,8.3,3.1,9.4
Census Tract 93.34; Sacramento County; California,350.0,5634.0,1207.0,689.0,714.0,60.0,0.0,1623.0,06,Sacramento,009334,6.2,3.7,12.2,12.7
Census Tract 93.35; Sacramento County; California,560.0,6675.0,796.0,1077.0,1629.0,0.0,22.0,1697.0,06,Sacramento,009335,8.4,1.3,16.1,24.4
Census Tract 93.36; Sacramento County; California,89.0,4233.0,2248.0,63.0,980.0,0.0,3.0,1309.0,06,Sacramento,009336,2.1,0.2,1.5,23.2
Census Tract 94.03; Sacramento County; California,226.0,2122.0,1518.0,12.0,557.0,5.0,2.0,705.0,06,Sacramento,009403,10.7,1.0,0.6,26.2
Census Tract 94.04; Sacramento County; California,375.0,6794.0,4023.0,41.0,1892.0,41.0,6.0,2104.0,06,Sacramento,009404,5.5,2.2,0.6,27.8
Census Tract 94.06; Sacramento County; California,198.0,2470.0,1587.0,198.0,521.0,26.0,0.0,831.0,06,Sacramento,009406,8.0,3.1,8.0,21.1
Census Tract 94.08; Sacramento County; California,139.0,1776.0,1183.0,14.0,412.0,126.0,0.0,627.0,06,Sacramento,009408,7.8,20.1,0.8,23.2
Census Tract 94.09; Sacramento County; California,460.0,4170.0,1852.0,336.0,1535.0,18.0,69.0,1245.0,06,Sacramento,009409,11.0,7.0,8.1,36.8
Census Tract 94.10; Sacramento County; California,127.0,6385.0,3021.0,57.0,2764.0,76.0,78.0,2144.0,06,Sacramento,009410,2.0,7.2,0.9,43.3
Census Tract 95.01; Sacramento County; California,314.0,2518.0,837.0,49.0,1554.0,18.0,42.0,787.0,06,Sacramento,009501,12.5,7.6,1.9,61.7
Census Tract 95.02; Sacramento County; California,285.0,8035.0,4503.0,36.0,2909.0,0.0,0.0,2307.0,06,Sacramento,009502,3.5,0.0,0.4,36.2
Census Tract 95.03; Sacramento County; California,454.0,2642.0,1005.0,12.0,1360.0,31.0,79.0,1202.0,06,Sacramento,009503,17.2,9.2,0.5,51.5
Census Tract 95.04; Sacramento County; California,280.0,3156.0,1152.0,58.0,1617.0,0.0,62.0,928.0,06,Sacramento,009504,8.9,6.7,1.8,51.2
Census Tract 96.01; Sacramento County; California,930.0,6833.0,371.0,1298.0,2245.0,17.0,22.0,1858.0,06,Sacramento,009601,13.6,2.1,19.0,32.9
Census Tract 96.08; Sacramento County; California,1986.0,10304.0,1402.0,1854.0,1853.0,128.0,133.0,3262.0,06,Sacramento,009608,19.3,8.0,18.0,18.0
Census Tract 96.09; Sacramento County; California,866.0,5807.0,969.0,1327.0,1447.0,0.0,23.0,1708.0,06,Sacramento,009609,14.9,1.3,22.9,24.9
Census Tract 96.10; Sacramento County; California,1122.0,6879.0,1361.0,766.0,2217.0,20.0,72.0,1727.0,06,Sacramento,009610,16.3,5.3,11.1,32.2
Census Tract 96.11; Sacramento County; California,653.0,3975.0,1078.0,617.0,522.0,24.0,53.0,1200.0,06,Sacramento,009611,16.4,6.4,15.5,13.1
Census Tract 96.12; Sacramento County; California,683.0,5253.0,1137.0,855.0,1455.0,54.0,28.0,1812.0,06,Sacramento,009612,13.0,4.5,16.3,27.7
Census Tract 96.14; Sacramento County; California,405.0,6363.0,1631.0,956.0,1420.0,0.0,0.0,2061.0,06,Sacramento,009614,6.4,0.0,15.0,22.3
Census Tract 96.16; Sacramento County; California,665.0,6646.0,1935.0,1223.0,1728.0,31.0,153.0,2548.0,06,Sacramento,009616,10.0,7.2,18.4,26.0
Census Tract 96.17; Sacramento County; California,448.0,4026.0,2398.0,208.0,736.0,32.0,22.0,1318.0,06,Sacramento,009617,11.1,4.1,5.2,18.3
